"doi","Journal","Publication_year","Publication_year.2","Excluded.abstract.screening","statistical.analysis.and.or.simulations.2","bioinformatic.analysis","additional.comment.on.analysis","Stat_analysis_software","CodePublished","CodePublished.2","CodePublished.3","LinktoCode","BreafDescription","InlineComments","CodeMentioned","CodeMentioned.2","Location_CodeMentioned","LocationShared","LocationShared.2","Repository","FreeSoftware","DataUsed","DataShared.2","DataShared.3","ExtraComments","Second_screener","Changes_after_second_screening","Remarks_on_decisions"
"10.1038/s41437-018-0174-y","HEREDITY",2019,"2018-2019","no","yes","yes","discriminant analysis of principal components (adegenet package), simulations, bioinformatics (e.g. sequences aligment)","R","some","some","yes","https://doi.org/10.1038/s41437-018-0174-y","yes, but very brief, also R package version not provided, and R not cited and version not provided either","yes","no","no",NA,"supplementary file","supplementary file",NA,"yes","yes","yes","yes","the R code provided is for the discriminant analysis, the software used for the simulations is unknown, and no code is available. The discriminant analysis performed seems specific for genetic data using the package adegenet",NA,NA,NA
"10.1038/s41437-018-0148-0","HEREDITY",2018,"2018-2019","no","yes","no","theoretical models with simulations","Not Stated","yes","yes","yes","https://github.com/willyrv/nssc-tools","yes, but python is not mentioned anywhere, I know from the file extensions, also packages used versions unknown and not cited either","yes","yes, script","yes","discussion","repository","repository","GitHub","yes","yes","yes","yes","open access, as far as I can see, all data is simulated, and since code is provided, then datashared = yes",NA,NA,NA
"10.1111/1365-2656.12833","JOURNAL OF ANIMAL ECOLOGY",2018,"2018-2019","no","yes","no","AIC, lmms, lms","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R package version not provided",NA,NA,NA
"10.1111/2041-210X.12568","METHODS IN ECOLOGY AND EVOLUTION",2016,"2015-2016","no","yes","no","develop a model","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"model is extensively described","AST",NA,NA
"10.1098/rspb.2015.1473","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1086/701799","AMERICAN NATURALIST",2019,"2018-2019","no","yes","no","both statistical analyses and simulations, an R package was also used but the code was not reported","SAS and Phython","yes, but embargoed","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.5670c6n","yes, but very brief description for the Python code, which can be found in: https://datadryad.org/resource/doi:10.5061/dryad.5670c6n/5, including the version used. SAS version also reported",NA,"yes, simulation","yes","methods","repository","repository","Dryad","partially","yes","yes","yes",NA,NA,NA,NA
"10.1002/ecy.2191","ECOLOGY",2018,"2018-2019","no","yes","no","mixed models","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","the syntax for the full model ran in lmer is provided in Appendix S1 but no code. R and R packages versions not provided. For some of the datasets in Appendix S2 it says ""data available on request"", one dataset at least seems to be available online",NA,NA,NA
"10.1111/mec.13363","MOLECULAR ECOLOGY",2015,"2015-2016","no","yes","yes",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1038/s41437-018-0074-1","HEREDITY",2018,"2018-2019","no","no","yes","only bioinformatics-based stats: AMOVAs, permutation tests, multiple matrix regression, quantile regression, bayesian clustering simulations, which are performed with bioinformatic software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bioinformatics software used: Structure, Arlequin, SPAGeDi, Lamarc, etc, which they used to perform the type of bioinformatics-based statistical tests conducted",NA,NA,"revised by AST, and final decision changed from yes, simulation to no because, by looking at the software used to run the simulation (DIYABC), AST realized that the simulation performed was to infer population history using molecular markers"
"10.1890/15-0753.1","ECOLOGY",2016,"2015-2016","no","yes","no","develop/extend, run/impelement a model","R","yes","yes","yes","http://onlinelibrary.wiley.com/doi/10.1890/15-0753.1/suppinfo","yes","yes","no","no",NA,"supplementary file","supplementary file",NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/mec.14549","MOLECULAR ECOLOGY",2018,"2018-2019","no","yes","no","lmms, outlier analyses","R","yes","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.jq5g627","no, and R and R packages versions not provided, and 1 out of 2 packages used not properly cited","yes","yes, script","yes","dataaccessibility","repository","repository","Dryad","yes","yes","yes","yes","review type paper",NA,NA,NA
"10.1111/2041-210X.12860","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","no","no","no","it is a review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1890/15-1225.1","ECOLOGY",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA,NA,NA
"10.1890/14-0834.1","ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2435.12653","FUNCTIONAL ECOLOGY",2016,"2015-2016","no","yes","no",NA,"JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2745.12475","JOURNAL OF ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2435.12573","FUNCTIONAL ECOLOGY",2015,"2015-2016","no","yes","no",NA,"JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,"AST",NA,NA
"10.1111/mec.13353","MOLECULAR ECOLOGY",2015,"2015-2016","no","yes","yes","Script to download RNA-seq data, map sequences with Bowtie and assemble them with cufflinks (used to generate annotation), ANOVAs, PCAs, chi-squared","R","some","some","yes","https://doi.org/10.5061/dryad.hv333","NA, but R not properly cited, and R and R packages versions of 2 out of 3 packages not provided","yes","yes, script","yes","dataaccessibility","repository","repository","Dryad","yes","yes","yes","yes","I could not find the R script, there is a tar.gz files that after extracting I can only see data in them, so not sure whether r script were provided or I can simply not find them. Most of it seems to be in shell","AST",NA,NA
"10.1038/s41437-018-0093-y","HEREDITY",2018,"2018-2019","no","yes","no","mixed models, survival models, Tukey tests","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R package version of 2 packages (out of 4) not provided","AC",NA,NA
"10.1002/ecy.2226","ECOLOGY",2018,"2018-2019","no","yes","no","ANOVAs, Post-hoc Tukey tests, glms, correlations","R and SAS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","no","no","all packages and software, and the specific versions used provided and cited in the supplements (and referenced in the main text) a paragraph specifically written for that.",NA,NA,NA
"10.1111/1365-2745.13075","JOURNAL OF ECOLOGY",2019,"2018-2019","no","yes","no","PCAs, DIC, lms, allometric analyses, glmms","R and JAGS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R package version not provided, R not cited and version not provided (despite being mentioned in the acknoledgements) The citation for JAGS is missing for the list of references but I only have access to the sci-hub version which is the one before type setting, it seems.",NA,NA,NA
"10.1111/2041-210X.12985","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","no","yes","no","occupancy modelling","R","some","some","yes","https://doi.org/10.1111/2041-210X.12985","yes, good explanations within the code, but R not cited and version not provided either ","yes","yes, code","yes","supplementary files descriptions","supplementary file","supplementary file",NA,"yes","yes","yes","yes","the code used for the case examples is not provided as far as I can see, only code for simulations and functions for the models suggested",NA,NA,NA
"10.1111/1755-0998.12996","MOLECULAR ECOLOGY RESOURCES",2019,"2018-2019","no","yes","no","lmms, variance ratio tests, correlations","R and JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","yes","yes","open access, not clear what analyses where done with which software so there might be noncited packages",NA,NA,NA
"10.1890/14-1482.1","ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA,NA,NA
"10.1098/rspb.2015.3027","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2664.12614","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","no","yes","no",NA,"Sigmaplot and SPSS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2018.1112","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","simulated animals moving on screen for an experiment on anti-predatory strategies, glmms","R and Unity3D","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","yes","yes","Unity3D was used for the simulations, R not properly cited, and R package version not provided",NA,NA,NA
"10.1002/ecm.1284","ECOLOGICAL MONOGRAPHS",2018,"2018-2019","no","yes","no","simulations and some correlations in AppendixS1","R and Mathematica","some","some","yes","https://doi.org/10.1002/ecm.1284","yes, but R not cited or mentioned, and the R package only cited in Appendix S2","yes","yes, code","yes","methods","supplementary file","supplementary file",NA,"partially","yes","yes","yes","code in Appendix S2. For the R implementation they cite the method paper and the package, but they do not provide their code",NA,NA,NA
"10.1086/702717","AMERICAN NATURALIST",2019,"2018-2019","no","yes","no","lmms","R","some","some","yes","https://doi.org/10.1086/702717","yes, but R not cited, and R package version not reported, plus not all code seems to have been published as the code related to the R package used (NicheMapR) cannot be found","yes, very detailed","yes, code","yes","dataaccessibility","supplementary file","supplementary file",NA,"yes","yes","yes","yes","code is accessible because paper is open access. Data to test the model obtained from a previous publication, in which the data was made available","AC","DataShared changed from no to yes, but in another publication",NA
"10.1098/rspb.2018.1224","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","yes","PCAs, SNAs, permutation analyses, sequencing, AMOVA","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R not properly cited",NA,NA,NA
"10.1111/1365-2664.12542","JOURNAL OF APPLIED ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R and JAGS","yes","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12542/full","yes","yes","yes, code and script","yes","dataaccessibility and methods and supplement","supplementary file","supplementary file",NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2664.13111","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","no","yes","yes","bayesian t tests, sequencing and barcoding, iterative model, logistic models","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages versions of 3 out of 4 not provided",NA,NA,NA
"10.1098/rspb.2016.1200","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","no","yes","bioinfo pipelines are accesible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1098/rspb.2018.2466","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","mixed models (repeatability), survival analyses, ANOVAs, glms, lms","R","some","some","yes","https://doi.org/10.1098/rspb.2018.1111","yes, but R packages not properly cited and versions not provided","no","no","no",NA,"supplementary file","supplementary file",NA,"yes","yes","yes","yes","the way the availability of the code is mentioned in the main text is unclear",NA,NA,NA
"10.1111/1365-2435.12934","FUNCTIONAL ECOLOGY",2018,"2018-2019","no","yes","no","ANOVAs, R2, correlations, RDAs","R and SPSS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","yes","yes","R package not properly cited and version not provided either. There is some weird bug in this paper, it is both in Journal of Ecology (https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12934%4010.1111/%28ISSN%291365-2745.09122017) and Functional Ecology (https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12934#support-information-section)","AC",NA,NA
"10.1111/mec.14859","MOLECULAR ECOLOGY",2018,"2018-2019","no","yes","yes","comparative methods, PGLS, cluster analysis, correlations, canonical correspondence analysis, permutation tests","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R version not provided, and R package version of 1 out of 2 packages not provided either",NA,NA,NA
"10.1111/2041-210X.12427","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","no","yes","no",NA,"R","yes","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.43md3","no","yes","yes, script","yes","dataaccessibility","repository","repository","Dryad","yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/2041-210X.12848","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","yes",NA,NA,"perspective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/ecs2.2117","ECOSPHERE",2018,"2018-2019","no","yes","no","ANOVAs, Tukey tests, ANCOVAs, regression analyses","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","open access",NA,NA,NA
"10.1098/rspb.2017.2732","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","no","yes","sequencing, phylogeny, genome size analyses with model selection based on BIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"open access, R not properly cited, and R and R packages versions not provided, the statistics done are all related to bioinformatics, that is why I leaned towards labelling this paper as entirely bioinformatics"
"10.1002/ecs2.2597","ECOSPHERE",2019,"2018-2019","no","yes","no","correlations, lmms, AIC","STATA","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no","open access",NA,NA,NA
